220.795921,358.885374,2021-10-11 19:41:14 ,3
220.792478,358.885808,2021-10-11 19:41:15 ,2
220.789566,358.88429,2021-10-11 19:41:16 ,2
220.789924,358.882567,2021-10-11 19:41:17 ,2
220.790669,358.886254,2021-10-11 19:41:18 ,2
220.78798,358.878181,2021-10-11 19:41:20 ,2
220.784465,358.876888,2021-10-11 19:41:21 ,2
220.781074,358.87065,2021-10-11 19:41:23 ,2
220.779099,358.87029,2021-10-11 19:41:24 ,2
220.786508,358.835147,2021-10-11 19:41:30 ,2
220.782928,358.831208,2021-10-11 19:41:31 ,2
220.780129,358.82624,2021-10-11 19:41:32 ,2
220.772322,358.823879,2021-10-11 19:41:33 ,2
220.765107,358.822903,2021-10-11 19:41:34 ,2
220.766295,358.824983,2021-10-11 19:41:35 ,2
220.75958,358.826081,2021-10-11 19:41:36 ,2
220.752381,358.822919,2021-10-11 19:41:37 ,2
220.747262,358.828861,2021-10-11 19:41:39 ,2
220.743243,358.825954,2021-10-11 19:41:40 ,2
220.742153,358.82238,2021-10-11 19:41:41 ,2
220.740966,358.820185,2021-10-11 19:41:42 ,2
220.739343,358.818907,2021-10-11 19:41:43 ,2
220.738518,358.814414,2021-10-11 19:41:44 ,2
220.744449,358.814575,2021-10-11 19:41:45 ,2
220.741125,358.810869,2021-10-11 19:41:46 ,2
220.737371,358.807043,2021-10-11 19:41:47 ,2
220.733015,358.803214,2021-10-11 19:41:48 ,2
220.72596,358.803849,2021-10-11 19:41:49 ,2
220.723304,358.802563,2021-10-11 19:41:50 ,2
220.721439,358.799098,2021-10-11 19:41:51 ,2
220.721533,358.798063,2021-10-11 19:41:52 ,2
220.72023,358.799779,2021-10-11 19:41:53 ,2
220.715417,358.799511,2021-10-11 19:41:54 ,2
220.716165,358.802853,2021-10-11 19:41:55 ,2
220.711797,358.800634,2021-10-11 19:41:57 ,2
220.709217,358.800729,2021-10-11 19:41:58 ,2
220.70774,358.802673,2021-10-11 19:41:59 ,2
220.708927,358.804868,2021-10-11 19:42:00 ,2
220.707719,358.805433,2021-10-11 19:42:01 ,2
220.707262,358.808881,2021-10-11 19:42:04 ,2
220.704846,358.809897,2021-10-11 19:42:05 ,2
220.705814,358.807029,2021-10-11 19:42:06 ,2
220.70813,358.807852,2021-10-11 19:42:07 ,2
220.707537,358.806697,2021-10-11 19:42:08 ,2
220.707194,358.80658,2021-10-11 19:42:10 ,2
220.707097,358.807959,2021-10-11 19:42:11 ,2
220.705639,358.807488,2021-10-11 19:42:12 ,2
220.705202,358.808405,2021-10-11 19:42:13 ,2
220.704095,358.807016,2021-10-11 19:42:15 ,2
220.703505,358.805401,2021-10-11 19:42:16 ,2
